code,county,MSA Code,msa,MSA Type,CSA Code,CSA Title
31143,"Polk County, Nebraska",,,,,
31145,"Red Willow County, Nebraska",,,,,
31147,"Richardson County, Nebraska",,,,,
31149,"Rock County, Nebraska",,,,,
31151,"Saline County, Nebraska",,,,,
31153,"Sarpy County, Nebraska",C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31155,"Saunders County, Nebraska",C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31157,"Scotts Bluff County, Nebraska",C4242,"Scottsbluff, NE",Micro,,
31159,"Seward County, Nebraska",C3070,"Lincoln, NE",Metro,CS339,"Lincoln-Beatrice, NE"
31161,"Sheridan County, Nebraska",,,,,
31163,"Sherman County, Nebraska",,,,,
31165,"Sioux County, Nebraska",C4242,"Scottsbluff, NE",Micro,,
31167,"Stanton County, Nebraska",C3574,"Norfolk, NE",Micro,,
31169,"Thayer County, Nebraska",,,,,
31171,"Thomas County, Nebraska",,,,,
31173,"Thurston County, Nebraska",,,,,
31175,"Valley County, Nebraska",,,,,
31177,"Washington County, Nebraska",C3654,"Omaha-Council Bluffs, NE-IA",Metro,CS420,"Omaha-Council Bluffs-Fremont, NE-IA"
31179,"Wayne County, Nebraska",,,,,
31181,"Webster County, Nebraska",,,,,
31183,"Wheeler County, Nebraska",,,,,
31185,"York County, Nebraska",,,,,
32001,"Churchill County, Nevada",C2198,"Fallon, NV",Micro,,
32003,"Clark County, Nevada",C2982,"Las Vegas-Henderson-Paradise, NV",Metro,CS332,"Las Vegas-Henderson, NV-AZ"
32005,"Douglas County, Nevada",C2382,"Gardnerville Ranchos, NV",Micro,CS456,"Reno-Carson City-Fernley, NV"
32007,"Elko County, Nevada",C2122,"Elko, NV",Micro,,
32009,"Esmeralda County, Nevada",,,,,
32011,"Eureka County, Nevada",C2122,"Elko, NV",Micro,,
32013,"Humboldt County, Nevada",C4908,"Winnemucca, NV",Micro,,
32015,"Lander County, Nevada",,,,,
32017,"Lincoln County, Nevada",,,,,
32019,"Lyon County, Nevada",C2228,"Fernley, NV",Micro,CS456,"Reno-Carson City-Fernley, NV"
32021,"Mineral County, Nevada",,,,,
32023,"Nye County, Nevada",C3722,"Pahrump, NV",Micro,CS332,"Las Vegas-Henderson, NV-AZ"
32027,"Pershing County, Nevada",,,,,
32029,"Storey County, Nevada",C3990,"Reno, NV",Metro,CS456,"Reno-Carson City-Fernley, NV"
32031,"Washoe County, Nevada",C3990,"Reno, NV",Metro,CS456,"Reno-Carson City-Fernley, NV"
32033,"White Pine County, Nevada",,,,,
32510,"Carson City, Nevada",C1618,"Carson City, NV",Metro,CS456,"Reno-Carson City-Fernley, NV"
33001,"Belknap County, New Hampshire",C2906,"Laconia, NH",Micro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33003,"Carroll County, New Hampshire",,,,,
33005,"Cheshire County, New Hampshire",C2830,"Keene, NH",Micro,,
33007,"Coos County, New Hampshire",C1362,"Berlin, NH-VT",Micro,,
33009,"Grafton County, New Hampshire",C1720,"Claremont-Lebanon, NH-VT",Micro,,
33011,"Hillsborough County, New Hampshire",C3170,"Manchester-Nashua, NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33013,"Merrimack County, New Hampshire",C1818,"Concord, NH",Micro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33015,"Rockingham County, New Hampshire",C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33017,"Strafford County, New Hampshire",C1446,"Boston-Cambridge-Newton, MA-NH",Metro,CS148,"Boston-Worcester-Providence, MA-RI-NH-CT"
33019,"Sullivan County, New Hampshire",C1720,"Claremont-Lebanon, NH-VT",Micro,,
34001,"Atlantic County, New Jersey",C1210,"Atlantic City-Hammonton, NJ",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34003,"Bergen County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34005,"Burlington County, New Jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34007,"Camden County, New Jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34009,"Cape May County, New Jersey",C3614,"Ocean City, NJ",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34011,"Cumberland County, New Jersey",C4722,"Vineland-Bridgeton, NJ",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34013,"Essex County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34015,"Gloucester County, New Jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34017,"Hudson County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34019,"Hunterdon County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34021,"Mercer County, New Jersey",C4594,"Trenton, NJ",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34023,"Middlesex County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34025,"Monmouth County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34027,"Morris County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34029,"Ocean County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34031,"Passaic County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34033,"Salem County, New Jersey",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
34035,"Somerset County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34037,"Sussex County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34039,"Union County, New Jersey",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
34041,"Warren County, New Jersey",C1090,"Allentown-Bethlehem-Easton, PA-NJ",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
35001,"Bernalillo County, New Mexico",C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35003,"Catron County, New Mexico",,,,,
35005,"Chaves County, New Mexico",C4074,"Roswell, NM",Micro,,
35006,"Cibola County, New Mexico",C2438,"Grants, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35007,"Colfax County, New Mexico",,,,,
35009,"Curry County, New Mexico",C1758,"Clovis, NM",Micro,CS188,"Clovis-Portales, NM"
35011,"De Baca County, New Mexico",,,,,
35013,"Doña Ana County, New Mexico",C2974,"Las Cruces, NM",Metro,CS238,"El Paso-Las Cruces, TX-NM"
35015,"Eddy County, New Mexico",C1610,"Carlsbad-Artesia, NM",Micro,,
35017,"Grant County, New Mexico",C4350,"Silver City, NM",Micro,,
35019,"Guadalupe County, New Mexico",,,,,
35021,"Harding County, New Mexico",,,,,
35023,"Hidalgo County, New Mexico",,,,,
35025,"Lea County, New Mexico",C2602,"Hobbs, NM",Micro,,
35027,"Lincoln County, New Mexico",,,,,
35028,"Los Alamos County, New Mexico",C3106,"Los Alamos, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35029,"Luna County, New Mexico",C1970,"Deming, NM",Micro,,
35031,"McKinley County, New Mexico",C2370,"Gallup, NM",Micro,,
35033,"Mora County, New Mexico",,,,,
35035,"Otero County, New Mexico",C1046,"Alamogordo, NM",Micro,,
35037,"Quay County, New Mexico",,,,,
35039,"Rio Arriba County, New Mexico",C2158,"Española, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35041,"Roosevelt County, New Mexico",C3878,"Portales, NM",Micro,CS188,"Clovis-Portales, NM"
35043,"Sandoval County, New Mexico",C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35045,"San Juan County, New Mexico",C2214,"Farmington, NM",Metro,,
35047,"San Miguel County, New Mexico",C2978,"Las Vegas, NM",Micro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35049,"Santa Fe County, New Mexico",C4214,"Santa Fe, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35051,"Sierra County, New Mexico",,,,,
35053,"Socorro County, New Mexico",,,,,
35055,"Taos County, New Mexico",C4534,"Taos, NM",Micro,,
35057,"Torrance County, New Mexico",C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
35059,"Union County, New Mexico",,,,,
35061,"Valencia County, New Mexico",C1074,"Albuquerque, NM",Metro,CS106,"Albuquerque-Santa Fe-Las Vegas, NM"
36001,"Albany County, New York",C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36003,"Allegany County, New York",,,,,
36005,"Bronx County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36007,"Broome County, New York",C1378,"Binghamton, NY",Metro,,
36009,"Cattaraugus County, New York",C3646,"Olean, NY",Micro,CS160,"Buffalo-Cheektowaga, NY"
36011,"Cayuga County, New York",C1218,"Auburn, NY",Micro,CS532,"Syracuse-Auburn, NY"
36013,"Chautauqua County, New York",C2746,"Jamestown-Dunkirk-Fredonia, NY",Micro,,
36015,"Chemung County, New York",C2130,"Elmira, NY",Metro,CS236,"Elmira-Corning, NY"
36017,"Chenango County, New York",,,,,
36019,"Clinton County, New York",C3846,"Plattsburgh, NY",Micro,,
36021,"Columbia County, New York",C2646,"Hudson, NY",Micro,CS104,"Albany-Schenectady, NY"
36023,"Cortland County, New York",C1866,"Cortland, NY",Micro,CS296,"Ithaca-Cortland, NY"
36025,"Delaware County, New York",,,,,
36027,"Dutchess County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36029,"Erie County, New York",C1538,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,CS160,"Buffalo-Cheektowaga, NY"
36031,"Essex County, New York",,,,,
36033,"Franklin County, New York",C3166,"Malone, NY",Micro,,
36035,"Fulton County, New York",C2410,"Gloversville, NY",Micro,CS104,"Albany-Schenectady, NY"
36037,"Genesee County, New York",C1286,"Batavia, NY",Micro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36039,"Greene County, New York",,,,,
36041,"Hamilton County, New York",,,,,
36043,"Herkimer County, New York",C4654,"Utica-Rome, NY",Metro,,
36045,"Jefferson County, New York",C4806,"Watertown-Fort Drum, NY",Metro,,
36047,"Kings County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36049,"Lewis County, New York",,,,,
36051,"Livingston County, New York",C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36053,"Madison County, New York",C4506,"Syracuse, NY",Metro,CS532,"Syracuse-Auburn, NY"
36055,"Monroe County, New York",C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36057,"Montgomery County, New York",C1122,"Amsterdam, NY",Micro,CS104,"Albany-Schenectady, NY"
36059,"Nassau County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36061,"New York County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36063,"Niagara County, New York",C1538,"Buffalo-Cheektowaga-Niagara Falls, NY",Metro,CS160,"Buffalo-Cheektowaga, NY"
36065,"Oneida County, New York",C4654,"Utica-Rome, NY",Metro,,
36067,"Onondaga County, New York",C4506,"Syracuse, NY",Metro,CS532,"Syracuse-Auburn, NY"
36069,"Ontario County, New York",C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36071,"Orange County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36073,"Orleans County, New York",C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36075,"Oswego County, New York",C4506,"Syracuse, NY",Metro,CS532,"Syracuse-Auburn, NY"
36077,"Otsego County, New York",C3658,"Oneonta, NY",Micro,,
36079,"Putnam County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36081,"Queens County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36083,"Rensselaer County, New York",C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36085,"Richmond County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36087,"Rockland County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36089,"St. Lawrence County, New York",C3630,"Ogdensburg-Massena, NY",Micro,,
36091,"Saratoga County, New York",C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36093,"Schenectady County, New York",C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36095,"Schoharie County, New York",C1058,"Albany-Schenectady-Troy, NY",Metro,CS104,"Albany-Schenectady, NY"
36097,"Schuyler County, New York",,,,,
36099,"Seneca County, New York",C4290,"Seneca Falls, NY",Micro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36101,"Steuben County, New York",C1850,"Corning, NY",Micro,CS236,"Elmira-Corning, NY"
36103,"Suffolk County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36105,"Sullivan County, New York",,,,,
36107,"Tioga County, New York",C1378,"Binghamton, NY",Metro,,
36109,"Tompkins County, New York",C2706,"Ithaca, NY",Metro,CS296,"Ithaca-Cortland, NY"
36111,"Ulster County, New York",C2874,"Kingston, NY",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36113,"Warren County, New York",C2402,"Glens Falls, NY",Metro,CS104,"Albany-Schenectady, NY"
36115,"Washington County, New York",C2402,"Glens Falls, NY",Metro,CS104,"Albany-Schenectady, NY"
36117,"Wayne County, New York",C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
36119,"Westchester County, New York",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
36121,"Wyoming County, New York",,,,,
36123,"Yates County, New York",C4038,"Rochester, NY",Metro,CS464,"Rochester-Batavia-Seneca Falls, NY"
37001,"Alamance County, North Carolina",C1550,"Burlington, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37003,"Alexander County, North Carolina",C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37005,"Alleghany County, North Carolina",,,,,
37007,"Anson County, North Carolina",,,,,
37009,"Ashe County, North Carolina",,,,,
37011,"Avery County, North Carolina",,,,,
37013,"Beaufort County, North Carolina",C4782,"Washington, NC",Micro,CS274,"Greenville-Washington, NC"
37015,"Bertie County, North Carolina",,,,,
37017,"Bladen County, North Carolina",,,,,
37019,"Brunswick County, North Carolina",C3482,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metro,CS396,"Myrtle Beach-Conway, SC-NC"
37021,"Buncombe County, North Carolina",C1170,"Asheville, NC",Metro,CS120,"Asheville-Brevard, NC"
37023,"Burke County, North Carolina",C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37025,"Cabarrus County, North Carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37027,"Caldwell County, North Carolina",C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37029,"Camden County, North Carolina",C2102,"Elizabeth City, NC",Micro,CS545,"Virginia Beach-Norfolk, VA-NC"
37031,"Carteret County, North Carolina",C3398,"Morehead City, NC",Micro,CS404,"New Bern-Morehead City, NC"
37033,"Caswell County, North Carolina",,,,,
37035,"Catawba County, North Carolina",C2586,"Hickory-Lenoir-Morganton, NC",Metro,CS280,"Hickory-Lenoir, NC"
37037,"Chatham County, North Carolina",C2050,"Durham-Chapel Hill, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37039,"Cherokee County, North Carolina",,,,,
37041,"Chowan County, North Carolina",,,,,
37043,"Clay County, North Carolina",,,,,
37045,"Cleveland County, North Carolina",C4314,"Shelby, NC",Micro,CS172,"Charlotte-Concord, NC-SC"
37047,"Columbus County, North Carolina",,,,,
37049,"Craven County, North Carolina",C3510,"New Bern, NC",Metro,CS404,"New Bern-Morehead City, NC"
37051,"Cumberland County, North Carolina",C2218,"Fayetteville, NC",Metro,CS246,"Fayetteville-Lumberton-Laurinburg, NC"
37053,"Currituck County, North Carolina",C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
37055,"Dare County, North Carolina",C2862,"Kill Devil Hills, NC",Micro,CS545,"Virginia Beach-Norfolk, VA-NC"
37057,"Davidson County, North Carolina",C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37059,"Davie County, North Carolina",C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37061,"Duplin County, North Carolina",,,,,
37063,"Durham County, North Carolina",C2050,"Durham-Chapel Hill, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37065,"Edgecombe County, North Carolina",C4058,"Rocky Mount, NC",Metro,CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC"
37067,"Forsyth County, North Carolina",C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37069,"Franklin County, North Carolina",C3958,"Raleigh, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37071,"Gaston County, North Carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37073,"Gates County, North Carolina",C4726,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,CS545,"Virginia Beach-Norfolk, VA-NC"
37075,"Graham County, North Carolina",,,,,
37077,"Granville County, North Carolina",C3708,"Oxford, NC",Micro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37079,"Greene County, North Carolina",,,,,
37081,"Guilford County, North Carolina",C2466,"Greensboro-High Point, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37083,"Halifax County, North Carolina",C4026,"Roanoke Rapids, NC",Micro,CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC"
37085,"Harnett County, North Carolina",C2038,"Dunn, NC",Micro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37087,"Haywood County, North Carolina",C1170,"Asheville, NC",Metro,CS120,"Asheville-Brevard, NC"
37089,"Henderson County, North Carolina",C1170,"Asheville, NC",Metro,CS120,"Asheville-Brevard, NC"
37091,"Hertford County, North Carolina",,,,,
37093,"Hoke County, North Carolina",C2218,"Fayetteville, NC",Metro,CS246,"Fayetteville-Lumberton-Laurinburg, NC"
37095,"Hyde County, North Carolina",,,,,
37097,"Iredell County, North Carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37099,"Jackson County, North Carolina",C1900,"Cullowhee, NC",Micro,,
37101,"Johnston County, North Carolina",C3958,"Raleigh, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37103,"Jones County, North Carolina",C3510,"New Bern, NC",Metro,CS404,"New Bern-Morehead City, NC"
37105,"Lee County, North Carolina",C4182,"Sanford, NC",Micro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37107,"Lenoir County, North Carolina",C2882,"Kinston, NC",Micro,,
37109,"Lincoln County, North Carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37111,"McDowell County, North Carolina",C3200,"Marion, NC",Micro,CS280,"Hickory-Lenoir, NC"
37113,"Macon County, North Carolina",,,,,
37115,"Madison County, North Carolina",C1170,"Asheville, NC",Metro,CS120,"Asheville-Brevard, NC"
37117,"Martin County, North Carolina",,,,,
37119,"Mecklenburg County, North Carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37121,"Mitchell County, North Carolina",,,,,
37123,"Montgomery County, North Carolina",,,,,
37125,"Moore County, North Carolina",C3824,"Pinehurst-Southern Pines, NC",Micro,,
37127,"Nash County, North Carolina",C4058,"Rocky Mount, NC",Metro,CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC"
37129,"New Hanover County, North Carolina",C4890,"Wilmington, NC",Metro,,
37131,"Northampton County, North Carolina",C4026,"Roanoke Rapids, NC",Micro,CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC"
37133,"Onslow County, North Carolina",C2734,"Jacksonville, NC",Metro,,
37135,"Orange County, North Carolina",C2050,"Durham-Chapel Hill, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37137,"Pamlico County, North Carolina",C3510,"New Bern, NC",Metro,CS404,"New Bern-Morehead City, NC"
37139,"Pasquotank County, North Carolina",C2102,"Elizabeth City, NC",Micro,CS545,"Virginia Beach-Norfolk, VA-NC"
37141,"Pender County, North Carolina",C4890,"Wilmington, NC",Metro,,
37143,"Perquimans County, North Carolina",C2102,"Elizabeth City, NC",Micro,CS545,"Virginia Beach-Norfolk, VA-NC"
37145,"Person County, North Carolina",C2050,"Durham-Chapel Hill, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37147,"Pitt County, North Carolina",C2478,"Greenville, NC",Metro,CS274,"Greenville-Washington, NC"
37149,"Polk County, North Carolina",,,,,
37151,"Randolph County, North Carolina",C2466,"Greensboro-High Point, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37153,"Richmond County, North Carolina",C4046,"Rockingham, NC",Micro,,
37155,"Robeson County, North Carolina",C3130,"Lumberton, NC",Micro,CS246,"Fayetteville-Lumberton-Laurinburg, NC"
37157,"Rockingham County, North Carolina",C2466,"Greensboro-High Point, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37159,"Rowan County, North Carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37161,"Rutherford County, North Carolina",C2258,"Forest City, NC",Micro,,
37163,"Sampson County, North Carolina",,,,,
37165,"Scotland County, North Carolina",C2990,"Laurinburg, NC",Micro,CS246,"Fayetteville-Lumberton-Laurinburg, NC"
37167,"Stanly County, North Carolina",C1062,"Albemarle, NC",Micro,CS172,"Charlotte-Concord, NC-SC"
37169,"Stokes County, North Carolina",C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37171,"Surry County, North Carolina",C3434,"Mount Airy, NC",Micro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37173,"Swain County, North Carolina",,,,,
37175,"Transylvania County, North Carolina",C1482,"Brevard, NC",Micro,CS120,"Asheville-Brevard, NC"
37177,"Tyrrell County, North Carolina",C2862,"Kill Devil Hills, NC",Micro,CS545,"Virginia Beach-Norfolk, VA-NC"
37179,"Union County, North Carolina",C1674,"Charlotte-Concord-Gastonia, NC-SC",Metro,CS172,"Charlotte-Concord, NC-SC"
37181,"Vance County, North Carolina",C2578,"Henderson, NC",Micro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37183,"Wake County, North Carolina",C3958,"Raleigh, NC",Metro,CS450,"Raleigh-Durham-Chapel Hill, NC"
37185,"Warren County, North Carolina",,,,,
37187,"Washington County, North Carolina",,,,,
37189,"Watauga County, North Carolina",C1438,"Boone, NC",Micro,,
37191,"Wayne County, North Carolina",C2414,"Goldsboro, NC",Metro,,
37193,"Wilkes County, North Carolina",C3590,"North Wilkesboro, NC",Micro,,
37195,"Wilson County, North Carolina",C4898,"Wilson, NC",Micro,CS468,"Rocky Mount-Wilson-Roanoke Rapids, NC"
37197,"Yadkin County, North Carolina",C4918,"Winston-Salem, NC",Metro,CS268,"Greensboro--Winston-Salem--High Point, NC"
37199,"Yancey County, North Carolina",,,,,
38001,"Adams County, North Dakota",,,,,
38003,"Barnes County, North Dakota",,,,,
38005,"Benson County, North Dakota",,,,,
38007,"Billings County, North Dakota",,,,,
38009,"Bottineau County, North Dakota",,,,,
38011,"Bowman County, North Dakota",,,,,
38013,"Burke County, North Dakota",,,,,
38015,"Burleigh County, North Dakota",C1390,"Bismarck, ND",Metro,,
38017,"Cass County, North Dakota",C2202,"Fargo, ND-MN",Metro,CS244,"Fargo-Wahpeton, ND-MN"
38019,"Cavalier County, North Dakota",,,,,
38021,"Dickey County, North Dakota",,,,,
38023,"Divide County, North Dakota",,,,,
38025,"Dunn County, North Dakota",,,,,
38027,"Eddy County, North Dakota",,,,,
38029,"Emmons County, North Dakota",,,,,
38031,"Foster County, North Dakota",,,,,
38033,"Golden Valley County, North Dakota",,,,,
38035,"Grand Forks County, North Dakota",C2422,"Grand Forks, ND-MN",Metro,,
38037,"Grant County, North Dakota",,,,,
38039,"Griggs County, North Dakota",,,,,
38041,"Hettinger County, North Dakota",,,,,
38043,"Kidder County, North Dakota",,,,,
38045,"LaMoure County, North Dakota",,,,,
38047,"Logan County, North Dakota",,,,,
38049,"McHenry County, North Dakota",C3350,"Minot, ND",Micro,,
38051,"McIntosh County, North Dakota",,,,,
38053,"McKenzie County, North Dakota",,,,,
38055,"McLean County, North Dakota",,,,,
38057,"Mercer County, North Dakota",,,,,
38059,"Morton County, North Dakota",C1390,"Bismarck, ND",Metro,,
38061,"Mountrail County, North Dakota",,,,,
38063,"Nelson County, North Dakota",,,,,
38065,"Oliver County, North Dakota",C1390,"Bismarck, ND",Metro,,
38067,"Pembina County, North Dakota",,,,,
38069,"Pierce County, North Dakota",,,,,
38071,"Ramsey County, North Dakota",,,,,
38073,"Ransom County, North Dakota",,,,,
38075,"Renville County, North Dakota",C3350,"Minot, ND",Micro,,
38077,"Richland County, North Dakota",C4742,"Wahpeton, ND-MN",Micro,CS244,"Fargo-Wahpeton, ND-MN"
38079,"Rolette County, North Dakota",,,,,
38081,"Sargent County, North Dakota",,,,,
38083,"Sheridan County, North Dakota",,,,,
38085,"Sioux County, North Dakota",C1390,"Bismarck, ND",Metro,,
38087,"Slope County, North Dakota",,,,,
38089,"Stark County, North Dakota",C1986,"Dickinson, ND",Micro,,
38091,"Steele County, North Dakota",,,,,
38093,"Stutsman County, North Dakota",C2742,"Jamestown, ND",Micro,,
